,months_as_customer,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
605,246,3/8/1995,OH,100/300,1000,1397.0,0,614521,MALE,High School,machine-op-inspct,reading,not-in-family,0,0,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6,1,NO,1,0,NO,48020,Accura,MDX,1997,0
606,110,8/3/2009,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,golf,own-child,0,-66200,2/5/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,3,1,?,0,3,?,46000,Audi,A3,2010,0
607,236,11/3/1996,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,reading,wife,0,-63900,1/1/2015,Parked Car,?,Minor Damage,Police,NY,Springfield,17,1,YES,0,0,?,6090,Accura,RSX,2003,0
608,267,8/9/2004,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,polo,wife,0,0,1/6/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,4,4,NO,2,1,?,53970,Volkswagen,Jetta,1996,0
609,463,7/20/1991,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,0,0,2/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,14,1,NO,2,0,YES,46200,Dodge,Neon,1995,0
610,303,1/14/2005,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,1,0,NO,39920,Toyota,Corolla,2006,0
611,137,12/16/2011,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,kayaking,unmarried,55600,-59700,2/16/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,4,3,?,2,1,?,53840,Chevrolet,Tahoe,2005,0
612,56,7/7/1996,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,0,0,2/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,13,1,?,1,2,YES,39130,BMW,X5,1998,0
613,75,8/5/1992,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,57900,-90100,1/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,23,3,NO,0,2,YES,59670,Volkswagen,Passat,2003,0
614,131,10/9/1990,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,yachting,wife,0,-65200,1/28/2015,Parked Car,?,Minor Damage,Police,NY,Northbend,3,1,?,0,1,NO,3920,Toyota,Camry,2010,0
615,153,2/27/1994,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,45600,-61400,2/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,0,3,?,1,0,NO,49490,Nissan,Pathfinder,2000,0
616,255,5/6/2007,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,75800,0,2/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,14,2,?,2,2,?,52290,Nissan,Maxima,2007,1
617,103,4/21/2014,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,66300,0,1/18/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,14,2,NO,2,2,?,32480,Volkswagen,Passat,2010,0
618,97,2/11/2010,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0,-32600,1/13/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,22,1,?,1,0,?,25150,Jeep,Wrangler,2006,0
619,214,6/4/2000,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0,0,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,17,3,NO,0,3,?,34240,Saab,93,2006,0
620,438,10/5/1991,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,0,0,1/15/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,14,1,?,0,0,NO,32560,Volkswagen,Passat,2000,1
621,87,1/3/2004,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,polo,own-child,0,0,2/13/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,2,1,?,2,1,YES,25200,Ford,F150,1996,0
622,27,7/23/1992,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,0,0,2/13/2015,Parked Car,?,Trivial Damage,Police,WV,Riverwood,4,1,?,2,0,?,2400,Jeep,Grand Cherokee,2012,0
623,206,10/10/1993,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,0,-74200,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,2,1,?,1,1,NO,57440,Saab,92x,1997,1
624,127,7/9/2002,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,reading,not-in-family,58200,0,1/13/2015,Parked Car,?,Minor Damage,None,SC,Riverwood,10,1,YES,1,0,NO,4480,Nissan,Ultima,1996,0
625,422,11/14/2010,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,43600,-67800,2/14/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,11,1,YES,1,1,NO,62000,Mercedes,E400,1999,0
626,303,3/3/1997,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,0,0,1/20/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,1,4,YES,1,2,NO,54630,Dodge,Neon,2010,0
627,228,3/1/1997,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700,0,1/18/2015,Parked Car,?,Trivial Damage,Police,WV,Northbend,20,1,?,0,2,NO,3850,Toyota,Camry,2010,0
628,239,8/18/1990,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,hiking,wife,44200,-37000,1/3/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,10,1,NO,2,3,YES,63920,BMW,X6,2014,1
629,330,5/28/2014,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,craft-repair,chess,wife,0,-56400,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,20,2,?,0,2,YES,44000,Ford,F150,1999,1
630,128,7/22/2004,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0,0,1/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,10,3,?,2,1,NO,56140,Chevrolet,Malibu,2008,0
631,147,8/2/2009,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,0,-48400,1/29/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,2,2,NO,1,2,NO,39040,Accura,MDX,2004,0
632,287,7/5/2007,OH,500/1000,1000,1230.69,0,440720,MALE,Masters,transport-moving,golf,not-in-family,0,-54600,1/10/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,19,1,NO,0,2,NO,43040,Accura,MDX,2006,0
633,142,1/24/2010,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,dancing,husband,0,-48500,1/29/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,10,1,YES,1,2,NO,40770,Mercedes,E400,1995,1
634,162,5/15/2000,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0,0,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,14,1,YES,0,3,YES,39520,Toyota,Camry,2001,0
635,140,3/21/2008,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,0,-42900,1/21/2015,Parked Car,?,Trivial Damage,None,SC,Columbus,5,1,?,0,2,YES,2080,Chevrolet,Tahoe,1997,1
636,106,5/7/1990,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,0,0,1/18/2015,Vehicle Theft,?,Minor Damage,Police,WV,Hillsdale,8,1,YES,2,1,YES,4270,Saab,95,1999,0
637,292,2/5/1991,IL,500/1000,1000,1358.91,0,451470,MALE,Masters,craft-repair,dancing,unmarried,0,0,1/9/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Northbend,4,1,NO,0,2,?,5360,Suburu,Impreza,1997,0
638,34,3/19/1992,OH,500/1000,500,1295.87,0,438529,FEMALE,PhD,priv-house-serv,chess,husband,0,0,1/13/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Columbus,4,3,?,1,0,NO,40640,Audi,A3,1997,1
639,290,4/24/2013,IL,250/500,500,1161.03,5000000,469742,MALE,Associate,adm-clerical,video-games,not-in-family,45300,0,2/13/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,20,2,?,1,1,?,31140,Nissan,Ultima,2014,0
640,182,4/10/2009,OH,500/1000,2000,1441.06,0,435534,FEMALE,Masters,armed-forces,movies,husband,53800,-78300,1/8/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,18,1,?,2,3,YES,65200,Dodge,RAM,2005,0
641,362,12/1/2008,OH,100/300,1000,1097.99,0,442239,FEMALE,JD,other-service,base-jumping,unmarried,44400,-71500,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,0,3,NO,0,3,NO,39690,Suburu,Legacy,1998,0
642,143,7/5/2000,IL,500/1000,1000,1464.42,0,468986,FEMALE,High School,exec-managerial,golf,husband,79900,0,1/15/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,1,1,?,2,0,NO,50940,Saab,92x,1995,0
643,183,6/11/2014,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,prof-specialty,paintball,not-in-family,20200,0,1/24/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,Hillsdale,17,1,NO,0,1,YES,37760,Audi,A3,2001,1
644,254,4/23/1995,IL,250/500,500,1390.89,5000000,453719,MALE,College,armed-forces,bungie-jumping,wife,0,-74400,2/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Riverwood,23,1,?,2,2,?,38880,Volkswagen,Jetta,2009,0
645,249,9/16/1990,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,adm-clerical,golf,not-in-family,0,-71200,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,4,3,YES,2,1,YES,45680,Honda,CRV,2014,0
646,169,12/11/1998,IN,250/500,500,1616.26,0,617804,MALE,High School,exec-managerial,yachting,unmarried,50700,-57600,2/9/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,0,3,NO,2,3,?,56320,Dodge,Neon,2004,0
647,235,10/9/1995,IL,500/1000,500,1398.94,0,613399,MALE,College,craft-repair,bungie-jumping,husband,0,0,1/24/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,11,1,NO,1,2,NO,47810,Suburu,Forrestor,2003,0
648,112,12/21/1999,OH,500/1000,1000,1238.92,0,453400,MALE,Associate,other-service,base-jumping,other-relative,57800,-53700,2/11/2015,Parked Car,?,Trivial Damage,None,NY,Arlington,4,1,?,0,2,?,3680,Honda,CRV,2012,0
649,16,7/28/2002,IL,100/300,1000,968.46,0,615767,MALE,MD,tech-support,chess,not-in-family,50800,-66200,1/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,0,3,?,0,2,?,39600,Dodge,RAM,1995,1
650,128,8/3/1993,IL,100/300,500,1045.12,0,615311,FEMALE,High School,transport-moving,cross-fit,other-relative,0,-28300,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,2,3,NO,0,2,?,54390,Ford,Escape,2013,1
651,103,12/16/2007,IN,100/300,1000,1537.33,0,468470,FEMALE,College,handlers-cleaners,board-games,husband,0,-74800,2/20/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,11,3,YES,1,1,NO,54390,Jeep,Wrangler,2008,0
652,356,2/10/2008,OH,500/1000,500,912.3,0,461383,MALE,College,prof-specialty,yachting,wife,58500,-44000,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,23,3,NO,2,1,?,43750,Audi,A5,2007,1
653,109,10/1/2006,OH,100/300,2000,1007.28,6000000,457727,FEMALE,High School,adm-clerical,movies,husband,0,0,2/21/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,17,3,NO,1,3,YES,57960,Jeep,Wrangler,1995,0
654,2,3/9/2003,IN,500/1000,1000,1189.98,4000000,613327,FEMALE,High School,craft-repair,golf,other-relative,0,-54700,2/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,22,1,NO,1,3,YES,36270,Audi,A5,2000,0
655,198,5/29/2003,OH,250/500,1000,1576.41,0,614941,MALE,Associate,handlers-cleaners,kayaking,other-relative,0,-55100,2/25/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,18,1,YES,1,1,YES,76000,Ford,F150,2001,0
656,107,5/6/2002,OH,100/300,500,1172.82,4000000,440680,MALE,Associate,machine-op-inspct,yachting,other-relative,82100,0,2/24/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Arlington,8,1,?,1,3,NO,2730,Ford,F150,2010,0
657,252,2/28/2004,IL,500/1000,500,1312.22,9000000,609949,MALE,High School,transport-moving,cross-fit,other-relative,0,-33300,2/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,15,3,?,0,3,NO,41580,Jeep,Grand Cherokee,2010,1
658,303,1/14/1999,OH,500/1000,1000,671.01,7000000,479655,FEMALE,Associate,machine-op-inspct,camping,other-relative,42900,-61500,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,20,1,?,2,0,?,46830,Nissan,Maxima,2013,0
659,101,1/23/2002,IL,250/500,500,895.14,0,439964,MALE,JD,sales,video-games,other-relative,52600,-30400,1/10/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,4,1,?,0,3,YES,30520,Suburu,Legacy,2010,0
660,446,12/9/1992,IN,100/300,2000,1373.21,0,478486,MALE,College,adm-clerical,sleeping,unmarried,42700,-64900,2/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Northbrook,10,3,NO,0,0,NO,43960,Jeep,Wrangler,2012,0
661,330,6/24/1998,OH,250/500,1000,1625.65,0,466498,MALE,College,farming-fishing,skydiving,husband,0,0,2/26/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,10,1,YES,1,3,?,41650,Dodge,Neon,2006,0
662,211,1/6/2011,OH,250/500,2000,1295.63,4000000,430878,FEMALE,PhD,armed-forces,skydiving,not-in-family,42200,-33800,1/30/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,22,3,YES,1,0,?,41580,Honda,CRV,2009,0
663,172,2/24/2012,IL,100/300,1000,1459.96,6000000,600127,FEMALE,High School,adm-clerical,reading,wife,41300,-42000,1/7/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,15,3,NO,0,1,NO,26530,Saab,95,1999,0
664,316,6/25/2011,OH,100/300,500,1219.94,7000000,431968,FEMALE,Masters,prof-specialty,paintball,wife,0,-51000,2/27/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,13,1,?,0,1,YES,44170,Accura,TL,2000,0
665,435,11/21/2006,OH,500/1000,500,1064.49,5000000,462804,MALE,Associate,priv-house-serv,chess,other-relative,73500,-43300,2/13/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,23,1,NO,2,1,?,47160,Mercedes,E400,2007,1
666,344,6/27/2008,IL,100/300,1000,959.83,0,435809,FEMALE,Masters,sales,paintball,not-in-family,0,-38700,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,18,3,?,2,2,YES,46400,BMW,X6,2006,1
667,204,8/30/1993,OH,250/500,2000,1767.02,0,453193,MALE,JD,machine-op-inspct,hiking,husband,0,-49300,2/27/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,7,1,YES,1,1,NO,33600,Audi,A5,1997,0
668,278,4/21/2008,IN,500/1000,500,1285.01,0,459630,MALE,Masters,machine-op-inspct,sleeping,not-in-family,0,-39800,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Hillsdale,21,1,NO,2,2,YES,46800,Toyota,Camry,2010,0
669,434,6/23/2000,OH,500/1000,2000,1422.95,0,608982,MALE,JD,transport-moving,bungie-jumping,husband,0,0,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,15,3,NO,1,3,NO,44160,Nissan,Maxima,2003,0
670,209,1/11/2010,IN,100/300,2000,1223.39,0,452218,FEMALE,MD,craft-repair,camping,wife,0,0,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Hillsdale,17,3,?,1,3,?,49080,Jeep,Wrangler,2014,0
671,250,3/28/1990,IL,500/1000,2000,1539.06,0,434150,MALE,Masters,sales,exercise,other-relative,37800,0,1/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,SC,Hillsdale,2,1,NO,0,3,?,42800,Ford,F150,2002,0
672,61,1/29/1998,IN,100/300,2000,988.06,0,460579,FEMALE,Masters,other-service,dancing,not-in-family,0,0,2/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbend,1,3,YES,1,0,NO,24240,Dodge,RAM,2000,0
673,80,12/5/2014,IL,500/1000,1000,1740.57,0,442142,FEMALE,College,farming-fishing,golf,wife,0,-18600,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,3,1,?,0,1,?,26040,Dodge,Neon,2011,0
674,25,12/7/1995,OH,250/500,1000,1540.91,7000000,608807,MALE,College,adm-clerical,polo,wife,40900,0,2/24/2015,Vehicle Theft,?,Trivial Damage,None,VA,Northbend,0,1,NO,1,1,YES,2880,Toyota,Corolla,1995,0
675,4,5/27/2002,IL,250/500,500,1381.88,5000000,433153,MALE,High School,tech-support,exercise,other-relative,0,-77800,2/21/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Hillsdale,4,1,NO,0,2,?,2940,Jeep,Wrangler,2008,0
676,32,8/9/2002,OH,100/300,500,1446.98,0,436560,MALE,MD,adm-clerical,sleeping,own-child,0,-45700,2/11/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,11,3,YES,2,0,NO,42160,Saab,93,2006,0
677,125,12/2/2012,IN,500/1000,500,1220.86,0,436784,MALE,JD,other-service,paintball,husband,55400,-40400,1/24/2015,Parked Car,?,Trivial Damage,None,NY,Arlington,4,1,YES,1,2,?,3360,Saab,93,2003,0
678,276,3/22/2000,IL,500/1000,500,948.1,0,430621,FEMALE,High School,machine-op-inspct,reading,wife,44500,-61400,1/6/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Columbus,11,3,?,0,2,?,48510,Ford,Escape,2010,0
679,148,4/13/2002,OH,100/300,500,1471.24,0,601574,FEMALE,Masters,farming-fishing,camping,own-child,57500,-93600,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,4,3,NO,2,2,NO,24360,Dodge,Neon,1997,0
680,222,6/17/2008,IN,100/300,2000,1157.97,0,433853,MALE,MD,machine-op-inspct,hiking,not-in-family,0,-64500,2/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,20,1,?,2,2,YES,47040,Accura,TL,2001,0
681,32,4/7/1994,IL,250/500,2000,566.11,5000000,453164,MALE,Associate,armed-forces,polo,unmarried,0,0,1/21/2015,Parked Car,?,Trivial Damage,Police,NC,Springfield,22,1,YES,0,0,NO,1760,Honda,CRV,2015,0
682,78,2/29/1992,OH,500/1000,500,1060.88,0,613931,MALE,JD,other-service,skydiving,other-relative,0,-66500,2/3/2015,Parked Car,?,Trivial Damage,Police,SC,Northbend,4,1,NO,0,3,NO,4400,Volkswagen,Passat,2009,0
683,238,5/11/1996,OH,250/500,1000,1524.45,4000000,607458,MALE,High School,handlers-cleaners,chess,wife,0,-44800,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,Hillsdale,21,4,NO,0,0,NO,34160,Saab,92x,1995,1
684,313,4/3/2013,IN,250/500,1000,1556.17,0,463835,MALE,College,prof-specialty,reading,wife,63900,-53300,2/7/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Hillsdale,20,1,YES,1,3,NO,29280,Accura,MDX,1996,1
685,334,11/12/2009,OH,500/1000,500,1216.24,0,613945,MALE,Masters,priv-house-serv,polo,wife,26700,-47200,1/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Columbus,7,1,NO,2,0,?,35000,Chevrolet,Silverado,2008,0
686,190,11/5/2008,IN,250/500,500,1484.72,5000000,432699,FEMALE,High School,tech-support,golf,husband,0,0,2/2/2015,Parked Car,?,Trivial Damage,None,NY,Riverwood,4,1,NO,0,1,NO,2880,Saab,92x,1998,0
687,194,2/15/1993,IL,250/500,500,1203.81,0,613119,MALE,JD,transport-moving,video-games,not-in-family,52500,-51300,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,17,3,?,0,2,?,61650,Saab,95,1999,0
688,290,7/21/2008,IN,250/500,1000,1393.34,0,472922,MALE,High School,exec-managerial,bungie-jumping,other-relative,0,-61400,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,20,3,YES,1,3,YES,37440,Audi,A5,2002,0
689,26,9/11/2010,OH,100/300,1000,1484.48,0,613849,MALE,PhD,armed-forces,sleeping,not-in-family,50700,-36300,2/24/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,10,1,NO,2,3,?,45840,Saab,92x,1996,0
690,254,12/22/1995,IL,250/500,500,1581.27,5000000,603827,FEMALE,PhD,handlers-cleaners,skydiving,own-child,42200,-48000,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,8,1,YES,2,2,NO,46160,BMW,X6,1999,0
691,199,9/26/1991,IL,250/500,1000,1281.25,0,467780,FEMALE,High School,tech-support,movies,other-relative,0,-53100,2/4/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,6,1,?,0,2,NO,32320,BMW,X6,2007,1
692,137,3/11/2010,IN,250/500,500,1667.83,0,460586,MALE,JD,prof-specialty,paintball,husband,48500,-67400,2/4/2015,Parked Car,?,Minor Damage,Police,WV,Northbrook,4,1,YES,1,1,NO,4200,Jeep,Grand Cherokee,2005,0
693,134,7/15/1990,OH,250/500,1000,1497.41,0,613842,MALE,PhD,machine-op-inspct,kayaking,husband,14100,-44500,1/25/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,17,3,NO,2,0,YES,57900,Ford,Escape,1996,0
694,73,5/10/2009,OH,100/300,500,803.36,0,435371,FEMALE,High School,protective-serv,reading,husband,0,0,2/25/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,15,3,?,0,0,YES,45600,Audi,A3,2013,0
695,289,10/28/1999,OH,250/500,2000,1221.41,0,466289,FEMALE,Masters,farming-fishing,movies,wife,46700,-72500,2/27/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Riverwood,9,1,NO,2,1,NO,2100,Honda,Accord,2006,0
696,176,3/30/1995,OH,250/500,500,1865.83,5000000,436173,MALE,College,transport-moving,kayaking,unmarried,32800,-50600,2/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Hillsdale,17,1,?,2,1,YES,34400,Volkswagen,Jetta,2006,0
697,145,12/14/1991,OH,250/500,2000,1434.27,0,457234,FEMALE,Associate,tech-support,sleeping,unmarried,0,-35900,1/4/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,Arlington,13,1,?,2,3,?,40080,Nissan,Maxima,2002,0
698,164,1/31/2011,IN,500/1000,500,1114.68,0,474758,FEMALE,Associate,other-service,reading,husband,44500,-55900,1/26/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Springfield,5,1,YES,1,0,NO,3360,Mercedes,E400,2002,0
699,186,4/21/2006,OH,250/500,2000,1218.56,0,477373,FEMALE,Masters,transport-moving,video-games,husband,39300,-60300,3/1/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,?,51570,Saab,95,1998,1
700,85,3/10/2004,IL,250/500,2000,1234.69,9000000,613471,FEMALE,MD,tech-support,paintball,husband,0,0,2/6/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,1,2,NO,2,1,?,52080,BMW,M5,2003,1
701,162,1/5/1991,OH,250/500,500,964.92,0,601581,FEMALE,Associate,exec-managerial,base-jumping,other-relative,45700,0,2/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Hillsdale,17,4,NO,2,1,NO,28240,Mercedes,E400,1996,1
